"log_stars","Stars","Forks","Issues","Size","language","age_group","created_year","log_size"
7.33953769540767,1539,144,10,335,"Objective-C","Old",2014,5.8171111599632
6.73696695800186,842,51,0,895,"Swift","Old",2016,6.79794041297493
5.96357934361845,388,78,2,30228,"Python","New",2022,10.3165570075042
5.4553211153577,233,34,0,0,"Objective-C","Old",2015,0
8.93102321585603,7562,571,86,36459,"Go","Old",2017,10.5039710482327
6.289715570909,538,44,7,395,"Java","New",2022,5.98141421125448
6.65672652417839,777,170,28,9217,"C","Old",2015,9.12891337328045
5.97380961186926,392,97,71,1853,"Go","Old",2016,7.5251007461258
6.18620862390049,485,71,1,131,"HTML","Old",2015,4.88280192258637
5.8664680569333,352,377,183,495,"Java","New",2019,6.20657592672493
5.17048399503815,175,15,0,8333,"Go","New",2020,9.0280988119824
5.41164605185504,223,80,60,5562,"Python","Old",2011,8.62389281007529
8.05261481881557,3141,181,2,158677,"Go","New",2019,11.974632270566
5.5683445037611,261,55,3,72,"","Old",2012,4.29045944114839
5.89715386763674,363,57,10,2214,"JavaScript","Old",2016,7.70300768247924
6.21260609575152,498,188,7,416081,"JavaScript","New",2019,12.9386376352033
7.28550654852279,1458,292,1820,33160,"HTML","Old",2015,10.40912976561
6.97447891102505,1068,47,12,3195,"Kotlin","Old",2018,8.06965530688617
5.63835466933375,280,56,17,799,"Python","New",2019,6.68461172766793
5.71373280550937,302,69,5,2517,"","New",2020,7.83122021460429
5.79605775076537,328,175,4,201,"PHP","Old",2015,5.3082676974012
5.39362754635236,219,3,0,17,"JavaScript","New",2019,2.89037175789616
5.68697535633982,294,42,79,3751,"Python","Old",2013,8.23004431012611
5.27299955856375,194,37,4,64,"Go","New",2021,4.17438726989564
6.85224256905188,945,452,5,1044,"Dart","New",2020,6.95177216439891
5.90536184805457,366,72,1,326,"C++","Old",2015,5.78996017089725
5.68357976733868,293,147,3,2549,"Python","Old",2016,7.84384863815247
5.40717177146012,222,34,4,272,"JavaScript","Old",2017,5.60947179518496
5.73009978297357,307,63,4,73,"Python","Old",2018,4.30406509320417
5.97888576490112,394,26,26,46,"Lua","New",2021,3.85014760171006
6.35262939631957,573,123,1,2980,"Swift","Old",2014,8.00001409367807
5.71042701737487,301,228,34,25732,"","Old",2018,10.155529493893
5.52545293913178,250,40,172,58658,"Go","New",2021,10.9794962949944
5.88610403145016,359,31,0,146,"Objective-C","Old",2010,4.99043258677874
6.69208374250663,805,110,44,736,"Rust","Old",2016,6.60258789218934
6.14203740558736,464,30,12,67,"JavaScript","Old",2015,4.21950770517611
7.0184017990692,1116,145,0,247,"HTML","New",2021,5.51342874616498
7.53047999524554,1863,286,1,290,"","Old",2015,5.67332326717149
6.59850902861452,733,2219,1,135437,"Python","Old",2017,11.8162692500116
6.6682282484174,786,49,4,4352,"Swift","New",2020,8.3786205415523
5.53338948872752,252,77,26,4888,"JavaScript","Old",2018,8.49474306257865
5.75257263882563,314,42,3,100,"PHP","New",2019,4.61512051684126
5.8348107370626,341,86,7,48,"Shell","Old",2015,3.89182029811063
6.43454651878745,622,194,11,32075,"Java","Old",2017,10.3758633659269
5.25749537202778,191,45,10,1775,"Java","Old",2017,7.48211892355212
5.23110861685459,186,41,4,13,"Lua","Old",2015,2.63905732961526
6.67076632084587,788,139,30,13919,"JavaScript","Old",2013,9.54108193388841
5.60947179518496,272,63,13,13181,"Java","Old",2017,9.48660754161267
5.35658627467201,211,56,16,699,"Shell","Old",2013,6.5510803350434
5.58724865840025,266,117,0,38093,"C++","Old",2012,10.5478120683985
5.17048399503815,175,121,1,923,"C#","Old",2016,6.82871207164168
6.46146817635372,639,219,231,4284,"Rust","New",2020,8.36287583103188
5.96614673912369,389,169,16,10379,"C++","Old",2016,9.24763615671988
6.53087762772588,685,260,226,2438,"","New",2020,7.79934339821592
8.49658223751211,4897,1191,21,240048,"","Old",2016,12.3885983481516
5.55295958492162,257,73,16,23,"Python","New",2020,3.17805383034795
5.59842195899838,269,1526,15,1020,"Java","Old",2018,6.92853781816467
5.78689738136671,325,43,10,1288,"Python","Old",2017,7.16162200293919
5.15905529921453,173,31,0,18,"Shell","Old",2017,2.94443897916644
6.80128303447162,898,80,70,8202,"C","Old",2016,9.01225522000275
6.33505425149806,563,76,8,604,"C++","Old",2016,6.40522845803084
6.30809844150953,548,80,18,733,"Objective-C","Old",2014,6.59850902861452
6.78671695060508,885,155,0,4812,"C","Old",2014,8.47907586930311
6.12905021006055,458,80,7,1353,"Rust","Old",2015,7.21081845347222
9.51355124604559,13541,1936,596,10809,"C++","Old",2015,9.28822691063325
5.35185813347607,210,77,3,28,"Dart","New",2020,3.36729582998647
5.84643877505772,345,119,30,571,"JavaScript","Old",2016,6.3491389913798
5.67675380226828,291,101,0,5157,"Jupyter Notebook","New",2020,8.54830418644129
5.78074351579233,323,53,13,394,"JavaScript","Old",2011,5.97888576490112
6.99668148817654,1092,235,73,88918,"Python","Old",2018,11.395481121951
6.42486902390539,616,84,0,1032,"Python","New",2019,6.94022246911964
7.11558212618445,1230,93,6,4742,"C#","Old",2016,8.46442512587758
5.29831736654804,199,44,9,206,"Python","Old",2013,5.33271879326537
7.19668657083435,1334,317,25,59,"Objective-C","Old",2009,4.0943445622221
5.39362754635236,219,43,17,5960,"JavaScript","Old",2017,8.69299353121993
5.14166355650266,170,18,1,513,"C++","New",2022,6.24222326545517
7.41878088275079,1666,609,88,6153,"Python","Old",2018,8.72485755588199
5.57594910314632,263,132,41,1097,"TypeScript","Old",2016,7.00124562206948
7.39939808333135,1634,316,3,2235,"PHP","Old",2015,7.71244383427499
5.25749537202778,191,23,2,119,"JavaScript","Old",2016,4.78749174278205
5.48479693349065,240,86,6,47303,"Java","Old",2009,10.7643501375007
6.4377516497364,624,58,63,1158,"TypeScript","New",2019,7.05531284333975
5.54126354515843,254,60,5,8925,"Java","Old",2015,9.09672364518921
5.19295685089021,179,37,49,362196,"C#","Old",2016,12.7999435416804
6.3026189757449,545,236,11,19119,"JavaScript","New",2019,9.85849018660539
5.68697535633982,294,141,4,4105,"TypeScript","New",2020,8.32020459757888
6.68085467879022,796,117,19,1478,"JavaScript","Old",2014,7.2991214627108
6.13122648948314,459,38,0,235,"","New",2020,5.46383180502561
5.26269018890489,192,61,5,231,"Go","Old",2018,5.44673737166631
7.05098944706805,1153,98,1,2647,"TypeScript","New",2020,7.8815599170569
6.11146733950268,450,98,13,1938,"Python","Old",2018,7.56992765524265
7.34987370473834,1555,274,23,5356,"Objective-C","Old",2017,8.58615939588096
5.89715386763674,363,81,2,1112,"Swift","Old",2018,7.01481435127554
6.64118216974059,765,110,7,56,"Python","New",2023,4.04305126783455
7.28207365809346,1453,438,13,39842,"Python","New",2020,10.5927020100684
5.74300318780948,311,217,1,17,"Go","Old",2015,2.89037175789616
5.45958551414416,234,23,0,30,"Objective-C","Old",2013,3.43398720448515
9.06438931649188,8641,1293,533,169230,"JavaScript","Old",2014,12.0390199245024
7.48493028328966,1780,450,84,67475,"JavaScript","Old",2017,11.1195272580802
5.2040066870768,181,108,0,13156,"C++","Old",2015,9.48470921536584
6.7945865808765,892,19,12,176,"Java","New",2023,5.17614973257383
6.99484998583307,1090,269,0,1241272,"HTML","New",2019,14.0316480238778
5.94803498918065,382,4,5,2990,"TypeScript","Old",2017,8.00336305862995
6.14418563412565,465,154,9,930,"C++","Old",2018,6.83625927727707
6.289715570909,538,203,49,23847,"C#","Old",2015,10.0794556353579
6.46458830368996,641,194,14,861,"PHP","Old",2018,6.75925527066369
5.44241771052179,230,78,7,3430,"Python","New",2019,8.14060704285845
5.73657229747919,309,39,84,15308,"Python","New",2021,9.63619616973208
6.27287700654617,529,86,16,389,"JavaScript","Old",2010,5.96614673912369
5.65599181081985,285,91,31,1653488,"C++","New",2020,14.3183981588267
5.17048399503815,175,40,0,129,"Swift","Old",2015,4.86753445045558
6.70318811324086,814,262,36,10079,"Python","Old",2017,9.21830854162536
6.01859321449623,410,42,1,74,"","New",2020,4.31748811353631
5.26269018890489,192,28,25,67,"JavaScript","Old",2015,4.21950770517611
5.50533153593236,245,77,7,57,"Shell","Old",2017,4.06044301054642
5.15905529921453,173,44,43,65248,"Java","New",2019,11.085965999397
5.25749537202778,191,39,5,9135,"Java","Old",2016,9.11997793189579
6.1246833908942,456,95,7,40870,"Python","New",2021,10.6181760440838
5.97635090929793,393,111,7,54,"JavaScript","Old",2012,4.00733318523247
6.19847871649231,491,93,0,96259,"","New",2020,11.4748081428571
6.07764224334903,435,106,48,314141,"Python","New",2022,12.6576003919649
5.71373280550937,302,18,1,55,"Python","New",2023,4.02535169073515
7.646353722446,2092,93,47,712,"JavaScript","Old",2018,6.5694814204143
8.73278832497312,6202,1163,14,524,"HTML","Old",2014,6.26339826259162
6.01126717440416,407,16,10,545,"TypeScript","Old",2016,6.3026189757449
6.65157187358973,773,70,42,984,"Python","New",2019,6.89264164117209
7.82204400818562,2494,524,0,169009,"JavaScript","Old",2018,12.0377131637523
6.68710860786651,801,80,62,27164,"C#","New",2022,10.2096846589856
5.29831736654804,199,49,5,2871,"Java","New",2019,7.96276393016811
5.2257466737132,185,106,7,1751,"Python","Old",2018,7.46851327149634
7.5207764150628,1845,144,3,41,"","Old",2018,3.73766961828337
6.00635315960173,405,11,16,1311,"Lua","New",2022,7.17930796950403
6.10702288774225,448,89,2,13,"C#","Old",2015,2.63905732961526
5.25227342804663,190,105,3,11620,"JavaScript","Old",2015,9.36056908522287
5.38449506278909,217,22,1,854,"PHP","New",2019,6.75110146893676
5.66296048013595,287,66,30,846,"JavaScript","Old",2015,6.74170069465205
5.82008293035236,336,76,18,2134,"JavaScript","Old",2014,7.66622192566273
6.30627528694802,547,235,7,4676,"TypeScript","Old",2015,8.45041215772589
7.13089883029635,1249,280,2,706,"","Old",2018,6.56103066589657
5.89440283426485,362,167,5,347,"Go","Old",2012,5.85220247977447
5.54517744447956,255,125,125,22255,"Python","Old",2013,10.0103669141632
8.03624994213212,3090,76,49,296,"Lua","New",2020,5.6937321388027
5.27299955856375,194,42,3,1598,"TypeScript","New",2022,7.37713371283395
8.34164861890131,4194,333,24,9478,"Go","Old",2016,9.15683410445304
6.00388706710654,404,122,32,258,"JavaScript","Old",2011,5.55682806169954
5.22035582507832,184,54,7,45341,"PHP","Old",2018,10.7219890342488
5.2257466737132,185,151,17,4367,"","New",2021,8.38206051742474
5.35185813347607,210,25,1,190,"JavaScript","Old",2018,5.25227342804663
6.44888939414686,631,112,12,22281,"Objective-C","Old",2018,10.0115344566193
6.72623340235875,833,361,2,6689,"CSS","Old",2016,8.80836915312227
5.18178355029209,177,43,33,413,"","New",2022,6.02586597382531
6.3026189757449,545,86,49,97290,"JavaScript","New",2019,11.4854617664653
5.52942908751142,251,51,3,6732,"JavaScript","New",2019,8.81477608854528
5.42053499927229,225,51,1,7882,"Java","New",2019,8.97246382105991
5.89164421182577,361,32,1,13534,"Swift","Old",2016,9.5130342020484
5.88332238848828,358,214,26,69,"Python","Old",2017,4.24849524204936
7.40062057737113,1636,126,30,1613,"Python","New",2023,7.3864708488299
6.45047042214418,632,32,13,9638,"C#","New",2021,9.17357264778397
5.41164605185504,223,305,50,4926,"PHP","Old",2013,8.50248556254396
5.68357976733868,293,70,31,238,"Java","Old",2008,5.47646355193151
5.78689738136671,325,21,8,768,"JavaScript","Old",2014,6.64509096950564
7.37588214821501,1596,313,89,5270,"JavaScript","Old",2015,8.56997537685521
7.69074316354187,2187,59,98,32873,"Go","Old",2017,10.4004373507665
6.25766758788264,521,201,12,7381,"C++","Old",2016,8.90679988358994
6.56103066589657,706,35,2,525,"Shell","Old",2016,6.26530121273771
5.57215403217776,262,231,7,199,"CSS","Old",2012,5.29831736654804
7.08422642209792,1192,129,42,2570,"JavaScript","Old",2016,7.85205020726589
5.91350300563827,369,69,13,1379,"JavaScript","Old",2016,7.22983877815125
6.46302945692067,640,41,1,211,"JavaScript","Old",2014,5.35658627467201
5.15329159449778,172,29,8,13260,"Python","New",2021,9.4925826756776
5.62401750618734,276,60,12,51,"JavaScript","Old",2016,3.95124371858143
7.41457288135059,1659,645,43,139735,"Jupyter Notebook","New",2020,11.8475102071082
7.56786260546388,1934,425,27,112,"C++","Old",2015,4.72738781871234
5.33753807970132,207,41,0,105740,"","Old",2017,11.5687479869038
9.09425589295538,8903,2399,206,691049,"Java","Old",2017,13.4459674590322
5.12396397940326,167,26,0,302,"Objective-C","Old",2013,5.71373280550937
6.29526600143965,541,130,54,7525,"Vue","Old",2018,8.92611897115338
5.18178355029209,177,59,0,122965,"Swift","Old",2014,11.7196631733785
7.20266119652324,1342,208,13,716,"Objective-C","Old",2012,6.57507584059962
6.61740297797448,747,119,4,8007,"Go","Old",2017,8.98819632099506
5.33271879326537,206,58,4,6298,"C#","New",2019,8.74814616962193
5.62401750618734,276,82,35,281124,"JavaScript","New",2019,12.5465546892616
5.33753807970132,207,26,3,7321,"Jupyter Notebook","New",2021,8.89863879368018
5.52545293913178,250,40,10,20002,"HTML","Old",2017,9.90363754128725
5.6970934865054,297,29,9,2308,"CSS","Old",2014,7.7445698093545
5.58724865840025,266,76,0,5230,"Java","Old",2017,8.56235774337061
8.86007342433278,7044,297,225,3862,"Rust","New",2020,8.25919936266628
5.6021188208797,270,39,0,10288,"","New",2019,9.23883064237581
6.97541392745595,1069,139,118,35726,"Go","New",2021,10.4836619844361
8.31287139434261,4075,2418,82,1394,"Jupyter Notebook","Old",2015,7.24064969425547
6.0913098820777,441,51,28,5968,"Java","Old",2015,8.69433468816865
6.41673228251233,611,382,14,80,"Java","Old",2015,4.39444915467244
5.77765232322266,322,165,69,24454,"CSS","Old",2015,10.1045899729735
6.51471269087253,674,107,66,1135,"Python","Old",2012,7.0352685992811
6.63987583382654,764,127,1,4488,"C#","New",2022,8.40938523878193
5.56452040732269,260,32,3,1097,"TypeScript","Old",2017,7.00124562206948
5.91350300563827,369,4,1,817,"TypeScript","New",2021,6.70686233660275
6.361302477573,578,103,1,21294,"C#","New",2020,9.96622758235731
6.52795791762255,683,110,161,10315,"C","Old",2018,9.24145136700124
5.38449506278909,217,64,3,177,"JavaScript","New",2019,5.18178355029209
5.28826703069454,197,89,2,34981,"C","New",2019,10.462588922467
8.68811670325782,5931,1115,74,13605,"Java","Old",2015,9.51826615090501
5.605802066296,271,57,7,108,"Python","Old",2015,4.69134788222914
5.68697535633982,294,34,8,13336,"C#","Old",2015,9.4982974066224
5.27299955856375,194,34,6,469,"Python","New",2023,6.1527326947041
6.40687998606931,605,52,2,2081,"Swift","Old",2017,7.64108424917491
8.10922495308995,3324,100,21,445,"Python","Old",2014,6.10031895202006
5.34233425196481,208,31,38,39250,"C#","Old",2016,10.577732200593
6.77078942390898,871,137,0,222,"","Old",2017,5.40717177146012
5.27299955856375,194,75,52,402,"Shell","Old",2015,5.99893656194668
5.31811999384422,203,149,2,28690,"","New",2019,10.2643387637183
5.77455154554441,321,51,0,3665,"HTML","Old",2017,8.20685642839965
6.66949808985788,787,40,9,1015,"C","Old",2015,6.92362862813843
5.4249500174814,226,16,9,105,"Python","Old",2015,4.66343909411207
6.09807428216624,444,86,25,4141,"Python","Old",2016,8.32893404195553
5.87773578177964,356,195,0,9094,"","New",2019,9.11548009095222
5.20948615284142,182,27,36,1168,"C#","Old",2017,7.06390396147207
6.29341927884648,540,13,22,10062,"Kotlin","New",2020,9.21662060993333
5.25227342804663,190,184,45,1900,"Kotlin","Old",2015,7.55013534248843
5.20948615284142,182,52,1,14,"Python","Old",2017,2.70805020110221
5.65599181081985,285,115,9,236,"PHP","Old",2017,5.46806014113513
5.4249500174814,226,71,4,32169,"JavaScript","New",2021,10.3787896202331
5.34233425196481,208,14,0,16767,"","New",2022,9.72722758712077
8.27664912542186,3930,183,27,1104,"Python","Old",2015,7.00760061395185
5.48479693349065,240,28,0,9237,"JavaScript","New",2020,9.13108069099055
5.38449506278909,217,101,9,84,"TypeScript","New",2020,4.44265125649032
7.08002649992259,1187,221,1,159,"","Old",2011,5.07517381523383
5.65248918026865,284,128,64,12554,"C++","Old",2013,9.43787427159169
5.16478597392351,174,12,1,132,"Python","Old",2014,4.89034912822175
5.5683445037611,261,98,14,6730,"Python","New",2019,8.81447900001071
6.46458830368996,641,130,14,71,"JavaScript","Old",2014,4.27666611901606
5.35658627467201,211,37,3,27950,"Objective-C","Old",2016,10.2382082561185
5.24174701505964,188,32,8,152,"Rust","Old",2018,5.03043792139244
5.77455154554441,321,189,21,62413,"HTML","Old",2018,11.0415448881672
5.52942908751142,251,24,0,1925,"Python","New",2022,7.56320059235807
8.57414047185799,5292,621,125,14143,"Python","New",2021,9.55704578487742
7.48155570190952,1774,551,280,2086,"JavaScript","Old",2015,7.6434829070772
6.0591231955818,427,158,0,9127,"Python","Old",2016,9.11910189154191
5.82600010738045,338,63,28,7987,"Python","Old",2018,8.9856956945357
6.27852142416584,532,228,13,1437,"Jupyter Notebook","New",2019,7.27100853828099
6.99117688712121,1086,120,6,46,"Python","New",2021,3.85014760171006
5.89715386763674,363,35,5,1163,"Go","Old",2018,7.05961762829138
7.56008046502183,1919,76,17,1115,"Lua","New",2021,7.01750614294126
5.70711026474888,300,73,8,833,"JavaScript","Old",2014,6.72623340235875
7.6177595766085,2033,485,0,534012,"","New",2022,13.1881754622153
6.67582322163485,792,0,0,3,"HTML","Old",2018,1.38629436111989
5.51745289646471,248,21,2,1356,"Go","Old",2013,7.21303165983487
5.50938833662798,246,30,13,182,"JavaScript","Old",2018,5.20948615284142
5.13579843705026,169,26,28,10110,"C","Old",2018,9.2213792190914
6.59987049921284,734,187,28,1573,"TypeScript","New",2022,7.36137542897735
6.57786135772105,718,111,11,2548,"Go","New",2021,7.84345640437612
5.99396142730657,400,443,8,7311,"C#","Old",2015,8.89727211313399
6.49828214947643,663,186,18,67,"Java","New",2021,4.21950770517611
5.47227067367148,237,41,11,578,"PHP","Old",2015,6.361302477573
6.85751406254539,950,86,32,1900,"JavaScript","Old",2016,7.55013534248843
5.89989735358249,364,88,94,521,"C#","Old",2017,6.25766758788264
5.68017260901707,292,112,32,38785,"PHP","Old",2013,10.5658146357562
5.8636311755981,351,121,0,856,"C++","Old",2016,6.75343791859778
5.28320372873799,196,52,0,3994,"HTML","Old",2016,8.29279885820037
5.99893656194668,402,103,0,1154,"","New",2022,7.05185562295589
7.05358572719368,1156,271,11,6109,"Python","New",2019,8.71768205216564
6.79122146272619,889,439,332,127922,"C","Old",2015,11.7591837993904
5.19849703126583,180,18,197,44928,"Java","New",2023,10.7128387449725
5.93489419561959,377,45,6,519,"Java","Old",2016,6.25382881157547
6.99209642741589,1087,57,0,144,"","New",2020,4.97673374242057
5.32300997913841,204,65,1,21853,"Python","Old",2018,9.99213925013069
6.0913098820777,441,131,15,42621,"Python","Old",2014,10.6601258308773
7.30518821539304,1487,140,37,5603,"JavaScript","Old",2018,8.6312359074569
5.57215403217776,262,64,16,36977,"","Old",2013,10.5180784201903
6.73459165997295,840,118,95,31233,"Go","Old",2018,10.3492625240478
6.18414889093748,484,146,75,37657,"Python","Old",2017,10.5363006940564
7.24992553671799,1407,420,23,804,"PHP","Old",2012,6.69084227741856
9.96988372217581,21372,3905,164,9215,"Go","New",2019,9.12869638293567
5.97635090929793,393,157,12,152,"Python","Old",2011,5.03043792139244
5.48479693349065,240,51,3,675,"Java","Old",2014,6.51619307604296
5.64190707093811,281,12,0,181,"Go","New",2022,5.2040066870768
9.82903336661118,18564,1281,204,197468,"JavaScript","Old",2013,12.1933368889782
5.47646355193151,238,59,0,33,"JavaScript","Old",2018,3.52636052461616
5.65248918026865,284,57,3,6004,"Swift","Old",2016,8.70034773451408
6.29341927884648,540,148,37,510,"Java","Old",2011,6.2363695902037
5.74620319054015,312,37,42,142,"C","Old",2014,4.96284463025991
6.36475075685191,580,60,30,8562,"Python","New",2019,9.05520587502619
6.08449941307517,438,28,3,19776,"","New",2022,9.89227492532203
5.82600010738045,338,124,3,186,"Shell","New",2021,5.23110861685459
7.13169851046691,1250,93,0,110,"Go","Old",2015,4.70953020131233
5.19849703126583,180,45,7,47632,"Python","New",2021,10.7712810773247
5.4249500174814,226,33,11,49820,"C++","Old",2018,10.8161918608749
5.17048399503815,175,27,9,4839,"Python","New",2021,8.48466999971068
5.67675380226828,291,82,31,491,"Python","Old",2015,6.19847871649231
5.34233425196481,208,33,2,334,"Python","New",2021,5.81413053182507
5.89164421182577,361,12,2,1205,"Go","New",2020,7.09506437728713
8.15450017515194,3478,1119,21,477,"","New",2022,6.16961073249146
5.40267738187228,221,124,47,59,"Java","Old",2017,4.0943445622221
7.15617663748062,1281,65,29,2138,"C#","New",2021,7.66809370908241
6.78219205600679,881,114,2,16009,"HTML","New",2022,9.68096880599076
8.38343320123671,4373,457,63,9350,"Go","Old",2016,9.14323856843545
5.18178355029209,177,18,1,95,"Java","Old",2015,4.56434819146784
5.92692602597041,374,91,42,1523,"JavaScript","Old",2017,7.32909373624659
5.2257466737132,185,51,14,35,"C","Old",2011,3.58351893845611
5.57972982598622,264,107,45,1123,"JavaScript","Old",2012,7.02464903045364
6.19847871649231,491,61,3,578,"Java","Old",2017,6.361302477573
5.35658627467201,211,76,3,1534,"","Old",2014,7.3362856600213
5.2257466737132,185,48,5,25581,"Ruby","Old",2009,10.1496442581593
5.47646355193151,238,21,2,27,"","Old",2018,3.3322045101752
7.83834331555712,2535,320,51,42773,"PHP","Old",2012,10.6636857203457
5.4380793089232,229,63,2,49902,"Python","Old",2018,10.8178364001729
7.70796153183549,2225,459,73,11550,"Python","Old",2013,9.35452729228868
6.5191472879404,677,69,5,8357,"Dart","New",2019,9.03097444300786
7.71912984090673,2250,665,99,151,"JavaScript","Old",2014,5.02388052084628
6.18414889093748,484,87,0,130,"C++","New",2021,4.87519732320115
5.18738580584075,178,48,15,116179,"TypeScript","New",2019,11.6628959915465
6.42648845745769,617,86,12,1695,"C++","Old",2016,7.43602781635185
5.76205138278018,317,62,2,8306,"HTML","New",2021,9.02485381183907
5.51745289646471,248,45,2,4353,"","Old",2016,8.37885024179449
6.53958595561767,691,130,12,2030,"Vue","Old",2018,7.61628356158038
6.09807428216624,444,50,1,14496,"JavaScript","Old",2015,9.5816970104509
5.33753807970132,207,22,35,91845,"C++","Old",2016,11.4278685404299
7.41577697541539,1661,190,0,1422,"C#","Old",2018,7.26052259808985
5.36129216570943,212,53,10,5601,"C++","New",2019,8.63087895582005
5.47227067367148,237,48,0,239,"Python","New",2019,5.48063892334199
5.17048399503815,175,16,3,28,"Lua","Old",2016,3.36729582998647
5.15329159449778,172,40,25,479,"TypeScript","New",2020,6.17378610390194
5.29330482472449,198,114,3,1964,"C++","Old",2016,7.58324752430336
5.2040066870768,181,68,3,168,"Python","Old",2013,5.12989871492307
5.32787616878958,205,26,1,149,"Java","Old",2016,5.01063529409626
5.4510384535657,232,32,29,5207,"Ruby","Old",2009,8.55795118388841
5.77765232322266,322,35,8,161743,"CSS","New",2021,11.9937701173938
6.0330862217988,416,134,7,1232,"Python","Old",2017,7.11720550316434
5.4971682252932,243,62,2,6346,"Jupyter Notebook","New",2019,8.75573753930647
6.47389069635227,647,461,5,460,"Python","Old",2016,6.13339804299665
6.31716468674728,553,67,1,34,"Python","New",2023,3.55534806148941
5.96870755998537,390,46,1,1933,"Swift","Old",2017,7.56734567601324
6.76849321164863,869,151,16,133250,"JavaScript","Old",2015,11.7999898466904
8.43750042250699,4616,638,325,3549,"Java","Old",2016,8.17470288246946
6.21060007702465,497,151,4,1891,"Python","Old",2017,7.54538974961182
9.23171039771237,10215,2138,73,10426,"JavaScript","Old",2010,9.25215387478959
5.4249500174814,226,57,24,24145,"C++","Old",2016,10.0918740138923
6.17586727010576,480,25,1,59369,"TypeScript","New",2022,10.9915443272647
5.65599181081985,285,112,4,6021,"HTML","Old",2016,8.70317470904168
6.6945620585211,807,84,35,3556,"Go","Old",2018,8.17667277194846
5.31320597904179,202,18,2,908,"C++","Old",2017,6.81234509417748
5.14749447681345,171,58,4,9435,"JavaScript","Old",2013,9.15228744052757
5.68357976733868,293,50,16,152,"Rust","Old",2016,5.03043792139244
5.37063802812766,214,14,1,223,"JavaScript","New",2021,5.41164605185504
6.03787091992214,418,88,6,6520,"C++","Old",2014,8.7827830173932
7.23921497377981,1392,255,460,27899,"Java","Old",2018,10.2363819678095
7.63964228785801,2078,169,123,12402,"Shell","New",2020,9.42569365781533
6.4281052726846,618,72,0,1114,"","Old",2016,7.01660968389422
5.90536184805457,366,237,131,878,"Python","Old",2017,6.77878489768518
6.34035930372775,566,41,11,690,"Python","New",2023,6.53813982376767
7.93379687481541,2789,355,2,319,"TypeScript","Old",2018,5.76832099579377
5.7037824746562,299,22,1,50,"Python","New",2021,3.93182563272433
5.23644196282995,187,121,36,788,"Dart","New",2019,6.67076632084587
5.92692602597041,374,14,13,124578,"Swift","New",2020,11.7326953318053
6.38687931936265,593,318,44,71,"Python","Old",2014,4.27666611901606
5.42934562895444,227,39,4,4637,"","Old",2017,8.44203851781548
7.78696700261487,2408,542,86,6339,"C++","Old",2014,8.75463404743127
5.25227342804663,190,44,0,321,"Objective-C","Old",2011,5.77455154554441
5.7268477475872,306,144,26,793,"Java","Old",2012,6.67708346124714
6.49677499018586,662,348,191,167515,"TypeScript","New",2019,12.0288341480733
5.54517744447956,255,44,14,1646,"Swift","Old",2016,7.40671073017764
5.38449506278909,217,89,1,90704,"Jupyter Notebook","Old",2017,11.4153677613754
7.83834331555712,2535,94,15,429,"C++","New",2019,6.06378520868761
5.12989871492307,168,18,49,3424,"Rust","New",2019,8.13885675069633
5.32300997913841,204,24,0,156,"HTML","New",2022,5.05624580534831
5.38449506278909,217,105,24,215,"JavaScript","Old",2013,5.37527840768417
5.14166355650266,170,538,36,7235,"JavaScript","New",2019,8.88682384651519
6.61069604471776,742,81,29,15613,"JavaScript","New",2021,9.65592322668024
5.6937321388027,296,160,5,41,"","New",2019,3.73766961828337
5.76832099579377,319,10,0,33,"Go","Old",2018,3.52636052461616
6.57228254269401,714,371,10,189,"C++","Old",2015,5.24702407216049
5.77455154554441,321,26,5,397,"Python","New",2021,5.98645200528444
6.07993319509559,436,76,4,4753,"Swift","Old",2017,8.46674164792014
5.78689738136671,325,98,5,24192,"Shell","New",2020,10.0938186141038
5.14166355650266,170,89,6,262,"Python","Old",2017,5.57215403217776
5.23644196282995,187,27,19,88,"Python","Old",2015,4.48863636973214
5.65948221575962,286,56,5,136366,"C++","New",2019,11.8231050596365
6.63594655568665,761,638,202,52254,"C++","Old",2016,10.8638908590286
5.44673737166631,231,398,19,25,"Python","New",2021,3.25809653802148
5.30330490805908,200,119,14,47,"C","Old",2017,3.87120101090789
6.24997524225948,517,67,13,306,"Shell","Old",2015,5.7268477475872
5.81413053182507,334,252,64,1214999,"TypeScript","New",2022,14.0102546347568
6.10702288774225,448,149,8,1110,"JavaScript","Old",2014,7.01301578963963
6.0137151560428,408,217,43,5750,"C++","Old",2011,8.65712903171375
7.19218205871325,1328,91,1,1295,"Kotlin","Old",2018,7.16703787691222
9.40607161568006,12161,668,77,64914,"TypeScript","New",2021,11.0808340007944
6.73459165997295,840,78,19,708,"","Old",2017,6.56385552653213
8.96954188542325,7859,540,1,992,"","Old",2016,6.90073066404517
5.96870755998537,390,140,40,170,"Ruby","Old",2009,5.14166355650266
5.4971682252932,243,17,10,1000,"JavaScript","Old",2016,6.90875477931522
5.46383180502561,235,75,6,24515,"Java","Old",2018,10.1070812446056
7.25063551189868,1408,497,4,161406,"Python","New",2019,11.9916844043856
6.04025471127741,419,70,23,1617,"Ruby","Old",2008,7.38894609761844
6.4150969591716,610,157,0,3585,"Java","Old",2017,8.18479265416508
5.31320597904179,202,16,8,493,"Dart","New",2021,6.20253551718792
